,State_Code,District_Name,Type,Status,Count
1219,BR,Saran,total,vaccinated2,736766.0
1220,BR,Sheikhpura,delta,vaccinated1,345.0
1221,BR,Sheikhpura,delta,vaccinated2,788.0
1222,BR,Sheikhpura,delta7,vaccinated1,4942.0
1223,BR,Sheikhpura,delta7,vaccinated2,10739.0
1224,BR,Sheikhpura,meta,population,634927.0
1226,BR,Sheikhpura,total,confirmed,7693.0
1227,BR,Sheikhpura,total,deceased,75.0
1228,BR,Sheikhpura,total,recovered,7618.0
1229,BR,Sheikhpura,total,tested,142348.0
1230,BR,Sheikhpura,total,vaccinated1,287209.0
1231,BR,Sheikhpura,total,vaccinated2,95322.0
1232,BR,Sheohar,delta,vaccinated1,666.0
1233,BR,Sheohar,delta,vaccinated2,1629.0
1234,BR,Sheohar,delta7,recovered,2.0
1235,BR,Sheohar,delta7,vaccinated1,2946.0
1236,BR,Sheohar,delta7,vaccinated2,7111.0
1237,BR,Sheohar,meta,population,656916.0
1239,BR,Sheohar,total,confirmed,4404.0
1240,BR,Sheohar,total,deceased,36.0
1241,BR,Sheohar,total,recovered,4368.0
1242,BR,Sheohar,total,tested,199431.0
1243,BR,Sheohar,total,vaccinated1,300967.0
1244,BR,Sheohar,total,vaccinated2,108766.0
1245,BR,Sitamarhi,delta,vaccinated1,3873.0
1246,BR,Sitamarhi,delta,vaccinated2,5476.0
1247,BR,Sitamarhi,delta21_14,confirmed,1.0
1248,BR,Sitamarhi,delta7,vaccinated1,43474.0
1249,BR,Sitamarhi,delta7,vaccinated2,60677.0
1250,BR,Sitamarhi,meta,population,3419622.0
1252,BR,Sitamarhi,total,confirmed,9185.0
1253,BR,Sitamarhi,total,deceased,127.0
1254,BR,Sitamarhi,total,recovered,9058.0
1255,BR,Sitamarhi,total,tested,453227.0
1256,BR,Sitamarhi,total,vaccinated1,1511464.0
1257,BR,Sitamarhi,total,vaccinated2,424182.0
1258,BR,Siwan,delta,vaccinated1,1163.0
1259,BR,Siwan,delta,vaccinated2,4030.0
1260,BR,Siwan,delta7,vaccinated1,18385.0
1261,BR,Siwan,delta7,vaccinated2,69069.0
1262,BR,Siwan,meta,population,3318176.0
1264,BR,Siwan,total,confirmed,15195.0
1265,BR,Siwan,total,deceased,170.0
1266,BR,Siwan,total,recovered,15025.0
1267,BR,Siwan,total,tested,536438.0
1268,BR,Siwan,total,vaccinated1,1670590.0
1269,BR,Siwan,total,vaccinated2,684755.0
1270,BR,Supaul,delta,vaccinated1,3029.0
1271,BR,Supaul,delta,vaccinated2,5131.0
1272,BR,Supaul,delta21_14,confirmed,1.0
1273,BR,Supaul,delta7,vaccinated1,35486.0
1274,BR,Supaul,delta7,vaccinated2,71754.0
1275,BR,Supaul,meta,population,2228397.0
1277,BR,Supaul,total,confirmed,17222.0
1278,BR,Supaul,total,deceased,129.0
1279,BR,Supaul,total,recovered,17093.0
1280,BR,Supaul,total,tested,456511.0
1281,BR,Supaul,total,vaccinated1,1069993.0
1282,BR,Supaul,total,vaccinated2,369925.0
1283,BR,Vaishali,delta,vaccinated1,1522.0
1284,BR,Vaishali,delta,vaccinated2,2621.0
1285,BR,Vaishali,delta7,confirmed,1.0
1286,BR,Vaishali,delta7,vaccinated1,45426.0
1287,BR,Vaishali,delta7,vaccinated2,59038.0
1288,BR,Vaishali,meta,population,3495021.0
1290,BR,Vaishali,total,confirmed,19827.0
1291,BR,Vaishali,total,deceased,192.0
1292,BR,Vaishali,total,other,1.0
1293,BR,Vaishali,total,recovered,19632.0
1294,BR,Vaishali,total,tested,275884.0
1295,BR,Vaishali,total,vaccinated1,1671469.0
1296,BR,Vaishali,total,vaccinated2,478638.0
1297,BR,West Champaran,delta,vaccinated1,7525.0
1298,BR,West Champaran,delta,vaccinated2,6316.0
1299,BR,West Champaran,delta7,vaccinated1,42709.0
1300,BR,West Champaran,delta7,vaccinated2,52019.0
1301,BR,West Champaran,meta,population,3935042.0
1303,BR,West Champaran,total,confirmed,20890.0
1304,BR,West Champaran,total,deceased,358.0
1305,BR,West Champaran,total,recovered,20532.0
1306,BR,West Champaran,total,tested,551778.0
1307,BR,West Champaran,total,vaccinated1,1784016.0
1308,BR,West Champaran,total,vaccinated2,469332.0
1309,CH,Chandigarh,delta,confirmed,5.0
1310,CH,Chandigarh,delta,recovered,3.0
1311,CH,Chandigarh,delta,tested,1403.0
1312,CH,Chandigarh,delta,vaccinated1,211.0
1313,CH,Chandigarh,delta,vaccinated2,1282.0
1314,CH,Chandigarh,delta21_14,confirmed,23.0
1315,CH,Chandigarh,delta7,confirmed,28.0
1316,CH,Chandigarh,delta7,recovered,20.0
1317,CH,Chandigarh,delta7,tested,10726.0
1318,CH,Chandigarh,delta7,vaccinated1,3680.0
1319,CH,Chandigarh,delta7,vaccinated2,21641.0
1320,CH,Chandigarh,meta,population,1055450.0
1322,CH,Chandigarh,meta,tested,11877.0
1324,CH,Chandigarh,total,confirmed,65351.0
1325,CH,Chandigarh,total,deceased,820.0
1326,CH,Chandigarh,total,recovered,64495.0
1327,CH,Chandigarh,total,tested,792851.0
1328,CH,Chandigarh,total,vaccinated1,926035.0
1329,CH,Chandigarh,total,vaccinated2,546981.0
1330,CT,Balod,delta,vaccinated1,523.0
1331,CT,Balod,delta,vaccinated2,762.0
1332,CT,Balod,delta21_14,confirmed,3.0
1333,CT,Balod,delta7,confirmed,2.0
1334,CT,Balod,delta7,recovered,1.0
1335,CT,Balod,delta7,vaccinated1,5983.0
1336,CT,Balod,delta7,vaccinated2,9451.0
1337,CT,Balod,meta,population,826165.0
1339,CT,Balod,total,confirmed,27278.0
1340,CT,Balod,total,deceased,396.0
1341,CT,Balod,total,recovered,26880.0
1342,CT,Balod,total,tested,2749.0
1343,CT,Balod,total,vaccinated1,537459.0
1344,CT,Balod,total,vaccinated2,271570.0
1345,CT,Baloda Bazar,delta,recovered,1.0
1346,CT,Baloda Bazar,delta,vaccinated1,953.0
1347,CT,Baloda Bazar,delta,vaccinated2,605.0
1348,CT,Baloda Bazar,delta21_14,confirmed,1.0
1349,CT,Baloda Bazar,delta7,recovered,3.0
1350,CT,Baloda Bazar,delta7,vaccinated1,25353.0
1351,CT,Baloda Bazar,delta7,vaccinated2,17419.0
1352,CT,Baloda Bazar,meta,population,1305343.0
1354,CT,Baloda Bazar,total,confirmed,43085.0
1355,CT,Baloda Bazar,total,deceased,471.0
1356,CT,Baloda Bazar,total,recovered,42611.0
1357,CT,Baloda Bazar,total,tested,3816.0
1358,CT,Baloda Bazar,total,vaccinated1,617777.0
1359,CT,Baloda Bazar,total,vaccinated2,211945.0
1360,CT,Balrampur,delta,vaccinated1,1654.0
1361,CT,Balrampur,delta,vaccinated2,725.0
1362,CT,Balrampur,delta7,vaccinated1,21912.0
1363,CT,Balrampur,delta7,vaccinated2,17709.0
1364,CT,Balrampur,meta,population,598855.0
1366,CT,Balrampur,total,confirmed,20302.0
1367,CT,Balrampur,total,deceased,118.0
1368,CT,Balrampur,total,recovered,20182.0
1369,CT,Balrampur,total,tested,21481.0
1370,CT,Balrampur,total,vaccinated1,305554.0
1371,CT,Balrampur,total,vaccinated2,112777.0
1372,CT,Bametara,delta,confirmed,1.0
1373,CT,Bametara,delta,vaccinated1,25.0
1374,CT,Bametara,delta,vaccinated2,25.0
1375,CT,Bametara,delta21_14,confirmed,1.0
1376,CT,Bametara,delta7,confirmed,1.0
1377,CT,Bametara,delta7,vaccinated1,14367.0
1378,CT,Bametara,delta7,vaccinated2,7690.0
1379,CT,Bametara,meta,population,197035.0
1381,CT,Bametara,total,confirmed,19963.0
1382,CT,Bametara,total,deceased,236.0
1383,CT,Bametara,total,recovered,19726.0
1384,CT,Bametara,total,tested,3113.0
1385,CT,Bametara,total,vaccinated1,405388.0
1386,CT,Bametara,total,vaccinated2,132925.0
1387,CT,Bastar,delta,confirmed,2.0
1388,CT,Bastar,delta,recovered,2.0
1389,CT,Bastar,delta,vaccinated1,82.0
1390,CT,Bastar,delta,vaccinated2,129.0
1391,CT,Bastar,delta7,confirmed,24.0
1392,CT,Bastar,delta7,recovered,2.0
1393,CT,Bastar,delta7,vaccinated1,10696.0
1394,CT,Bastar,delta7,vaccinated2,9616.0
1395,CT,Bastar,meta,population,1302253.0
1397,CT,Bastar,total,confirmed,21066.0
1398,CT,Bastar,total,deceased,188.0
1399,CT,Bastar,total,recovered,20845.0
1400,CT,Bastar,total,tested,4522.0
1401,CT,Bastar,total,vaccinated1,443759.0
1402,CT,Bastar,total,vaccinated2,178775.0
1403,CT,Bijapur,delta,confirmed,3.0
1404,CT,Bijapur,delta,recovered,1.0
1405,CT,Bijapur,delta,vaccinated1,47.0
1406,CT,Bijapur,delta,vaccinated2,56.0
1407,CT,Bijapur,delta21_14,confirmed,6.0
1408,CT,Bijapur,delta7,confirmed,5.0
1409,CT,Bijapur,delta7,recovered,3.0
1410,CT,Bijapur,delta7,vaccinated1,1251.0
1411,CT,Bijapur,delta7,vaccinated2,913.0
1412,CT,Bijapur,meta,population,229832.0
1414,CT,Bijapur,total,confirmed,8324.0
1415,CT,Bijapur,total,deceased,55.0
1416,CT,Bijapur,total,recovered,8263.0
1417,CT,Bijapur,total,tested,1239.0
1418,CT,Bijapur,total,vaccinated1,103247.0
1419,CT,Bijapur,total,vaccinated2,44245.0
1420,CT,Bilaspur,delta,confirmed,1.0
1421,CT,Bilaspur,delta,recovered,3.0
1422,CT,Bilaspur,delta,vaccinated1,2404.0
1423,CT,Bilaspur,delta,vaccinated2,9113.0
1424,CT,Bilaspur,delta21_14,confirmed,12.0
1425,CT,Bilaspur,delta7,confirmed,17.0
1426,CT,Bilaspur,delta7,deceased,2.0
1427,CT,Bilaspur,delta7,recovered,8.0
1428,CT,Bilaspur,delta7,vaccinated1,18318.0
1429,CT,Bilaspur,delta7,vaccinated2,50320.0
1430,CT,Bilaspur,meta,population,1961922.0
1432,CT,Bilaspur,total,confirmed,65681.0
1433,CT,Bilaspur,total,deceased,1210.0
1434,CT,Bilaspur,total,recovered,64448.0
1435,CT,Bilaspur,total,tested,9823.0
1436,CT,Bilaspur,total,vaccinated1,1031494.0
1437,CT,Bilaspur,total,vaccinated2,525066.0
1438,CT,Dakshin Bastar Dantewada,delta,confirmed,1.0
1439,CT,Dakshin Bastar Dantewada,delta,vaccinated1,143.0
1440,CT,Dakshin Bastar Dantewada,delta,vaccinated2,1299.0
1441,CT,Dakshin Bastar Dantewada,delta21_14,confirmed,4.0
1442,CT,Dakshin Bastar Dantewada,delta7,confirmed,6.0
1443,CT,Dakshin Bastar Dantewada,delta7,recovered,2.0
1444,CT,Dakshin Bastar Dantewada,delta7,vaccinated1,2225.0
1445,CT,Dakshin Bastar Dantewada,delta7,vaccinated2,5410.0
1446,CT,Dakshin Bastar Dantewada,meta,population,533638.0
1448,CT,Dakshin Bastar Dantewada,total,confirmed,10840.0
1449,CT,Dakshin Bastar Dantewada,total,deceased,25.0
1450,CT,Dakshin Bastar Dantewada,total,recovered,10809.0
1451,CT,Dakshin Bastar Dantewada,total,tested,1168.0
1452,CT,Dakshin Bastar Dantewada,total,vaccinated1,158243.0
1453,CT,Dakshin Bastar Dantewada,total,vaccinated2,80855.0
1454,CT,Dhamtari,delta,recovered,2.0
1455,CT,Dhamtari,delta,vaccinated1,1.0
1456,CT,Dhamtari,delta,vaccinated2,18.0
1457,CT,Dhamtari,delta21_14,confirmed,2.0
1458,CT,Dhamtari,delta7,confirmed,2.0
1459,CT,Dhamtari,delta7,recovered,2.0
1460,CT,Dhamtari,delta7,vaccinated1,6188.0
1461,CT,Dhamtari,delta7,vaccinated2,7319.0
1462,CT,Dhamtari,meta,population,799199.0
1464,CT,Dhamtari,total,confirmed,27239.0
1465,CT,Dhamtari,total,deceased,545.0
1466,CT,Dhamtari,total,recovered,26690.0
1467,CT,Dhamtari,total,tested,1501.0
1468,CT,Dhamtari,total,vaccinated1,509782.0
1469,CT,Dhamtari,total,vaccinated2,224591.0
1470,CT,Durg,delta,confirmed,4.0
1471,CT,Durg,delta,recovered,6.0
1472,CT,Durg,delta,vaccinated1,468.0
1473,CT,Durg,delta,vaccinated2,908.0
1474,CT,Durg,delta21_14,confirmed,19.0
1475,CT,Durg,delta7,confirmed,26.0
1476,CT,Durg,delta7,deceased,1.0
1477,CT,Durg,delta7,recovered,18.0
1478,CT,Durg,delta7,vaccinated1,17012.0
1479,CT,Durg,delta7,vaccinated2,22719.0
1480,CT,Durg,meta,population,3343079.0
1482,CT,Durg,total,confirmed,96880.0
1483,CT,Durg,total,deceased,1798.0
1484,CT,Durg,total,recovered,95028.0
1485,CT,Durg,total,tested,5020.0
1486,CT,Durg,total,vaccinated1,1012391.0
1487,CT,Durg,total,vaccinated2,525445.0
1488,CT,Gariaband,delta,vaccinated1,440.0
1489,CT,Gariaband,delta,vaccinated2,153.0
1490,CT,Gariaband,delta7,confirmed,1.0
1491,CT,Gariaband,delta7,vaccinated1,9982.0
1492,CT,Gariaband,delta7,vaccinated2,5872.0
1493,CT,Gariaband,meta,population,597653.0
1495,CT,Gariaband,total,confirmed,19701.0
1496,CT,Gariaband,total,deceased,194.0
1497,CT,Gariaband,total,recovered,19506.0
1498,CT,Gariaband,total,tested,2096.0
1499,CT,Gariaband,total,vaccinated1,293987.0
1500,CT,Gariaband,total,vaccinated2,99137.0
1501,CT,Gaurela Pendra Marwahi,delta,confirmed,1.0
1502,CT,Gaurela Pendra Marwahi,delta,vaccinated1,257.0
1503,CT,Gaurela Pendra Marwahi,delta,vaccinated2,297.0
1504,CT,Gaurela Pendra Marwahi,delta7,confirmed,1.0
1505,CT,Gaurela Pendra Marwahi,delta7,vaccinated1,4045.0
1506,CT,Gaurela Pendra Marwahi,delta7,vaccinated2,4587.0
1508,CT,Gaurela Pendra Marwahi,total,confirmed,12011.0
1509,CT,Gaurela Pendra Marwahi,total,deceased,146.0
1510,CT,Gaurela Pendra Marwahi,total,recovered,11864.0
1511,CT,Gaurela Pendra Marwahi,total,tested,273.0
1512,CT,Gaurela Pendra Marwahi,total,vaccinated1,189474.0
1513,CT,Gaurela Pendra Marwahi,total,vaccinated2,79788.0
1514,CT,Janjgir Champa,delta,confirmed,2.0
1515,CT,Janjgir Champa,delta,recovered,4.0
1516,CT,Janjgir Champa,delta,vaccinated1,1722.0
1517,CT,Janjgir Champa,delta,vaccinated2,1341.0
1518,CT,Janjgir Champa,delta21_14,confirmed,9.0
1519,CT,Janjgir Champa,delta7,confirmed,19.0
1520,CT,Janjgir Champa,delta7,deceased,1.0
1521,CT,Janjgir Champa,delta7,recovered,8.0
1522,CT,Janjgir Champa,delta7,vaccinated1,45568.0
1523,CT,Janjgir Champa,delta7,vaccinated2,30991.0
1524,CT,Janjgir Champa,meta,population,1620632.0
1526,CT,Janjgir Champa,total,confirmed,57636.0
1527,CT,Janjgir Champa,total,deceased,838.0
1528,CT,Janjgir Champa,total,recovered,56766.0
1529,CT,Janjgir Champa,total,tested,4016.0
1530,CT,Janjgir Champa,total,vaccinated1,896087.0
1531,CT,Janjgir Champa,total,vaccinated2,317605.0
1532,CT,Jashpur,delta,recovered,3.0
1533,CT,Jashpur,delta,vaccinated1,187.0
1534,CT,Jashpur,delta,vaccinated2,383.0
1535,CT,Jashpur,delta21_14,confirmed,6.0
1536,CT,Jashpur,delta7,confirmed,10.0
1537,CT,Jashpur,delta7,recovered,6.0
1538,CT,Jashpur,delta7,vaccinated1,10933.0
1539,CT,Jashpur,delta7,vaccinated2,13098.0
1540,CT,Jashpur,meta,population,852043.0
1542,CT,Jashpur,total,confirmed,27093.0
1543,CT,Jashpur,total,deceased,212.0
1544,CT,Jashpur,total,recovered,26867.0
1545,CT,Jashpur,total,tested,2542.0
1546,CT,Jashpur,total,vaccinated1,435884.0
1547,CT,Jashpur,total,vaccinated2,182747.0
1548,CT,Kabeerdham,delta,vaccinated1,1128.0
1549,CT,Kabeerdham,delta,vaccinated2,1288.0
1550,CT,Kabeerdham,delta7,confirmed,1.0
1551,CT,Kabeerdham,delta7,vaccinated1,17511.0
1552,CT,Kabeerdham,delta7,vaccinated2,17876.0
1553,CT,Kabeerdham,meta,population,584667.0
1555,CT,Kabeerdham,total,confirmed,22771.0
1556,CT,Kabeerdham,total,deceased,267.0
1557,CT,Kabeerdham,total,recovered,22503.0
1558,CT,Kabeerdham,total,tested,2829.0
1559,CT,Kabeerdham,total,vaccinated1,402362.0
1560,CT,Kabeerdham,total,vaccinated2,173494.0
1561,CT,Kondagaon,delta,vaccinated1,243.0
1562,CT,Kondagaon,delta,vaccinated2,184.0
1563,CT,Kondagaon,delta21_14,confirmed,2.0
1564,CT,Kondagaon,delta7,confirmed,4.0
1565,CT,Kondagaon,delta7,recovered,1.0
1566,CT,Kondagaon,delta7,vaccinated1,8359.0
1567,CT,Kondagaon,delta7,vaccinated2,7999.0
1568,CT,Kondagaon,meta,population,578326.0
1570,CT,Kondagaon,total,confirmed,13139.0
1571,CT,Kondagaon,total,deceased,99.0
1572,CT,Kondagaon,total,recovered,13036.0
1573,CT,Kondagaon,total,tested,1607.0
1574,CT,Kondagaon,total,vaccinated1,317695.0
1575,CT,Kondagaon,total,vaccinated2,100468.0
1576,CT,Korba,delta,confirmed,5.0
1577,CT,Korba,delta,recovered,2.0
1578,CT,Korba,delta,vaccinated1,1086.0
1579,CT,Korba,delta,vaccinated2,1126.0
1580,CT,Korba,delta21_14,confirmed,13.0
1581,CT,Korba,delta7,confirmed,23.0
1582,CT,Korba,delta7,recovered,11.0
1583,CT,Korba,delta7,vaccinated1,24033.0
1584,CT,Korba,delta7,vaccinated2,24911.0
1585,CT,Korba,meta,population,1206563.0
1587,CT,Korba,total,confirmed,54847.0
1588,CT,Korba,total,deceased,580.0
1589,CT,Korba,total,recovered,54228.0
1590,CT,Korba,total,tested,10034.0
1591,CT,Korba,total,vaccinated1,650457.0
1592,CT,Korba,total,vaccinated2,287588.0
1593,CT,Koriya,delta,deceased,1.0
1594,CT,Koriya,delta,vaccinated1,2370.0
1595,CT,Koriya,delta,vaccinated2,346.0
1596,CT,Koriya,delta21_14,confirmed,1.0
1597,CT,Koriya,delta7,confirmed,6.0
1598,CT,Koriya,delta7,deceased,1.0
1599,CT,Koriya,delta7,vaccinated1,15621.0
1600,CT,Koriya,delta7,vaccinated2,5751.0
1601,CT,Koriya,meta,population,659039.0
1603,CT,Koriya,total,confirmed,26980.0
1604,CT,Koriya,total,deceased,177.0
1605,CT,Koriya,total,recovered,26798.0
1606,CT,Koriya,total,tested,2689.0
1607,CT,Koriya,total,vaccinated1,375503.0
1608,CT,Koriya,total,vaccinated2,128177.0
1609,CT,Mahasamund,delta,vaccinated1,159.0
1610,CT,Mahasamund,delta,vaccinated2,6309.0
1611,CT,Mahasamund,delta21_14,confirmed,2.0
1612,CT,Mahasamund,delta7,recovered,1.0
1613,CT,Mahasamund,delta7,vaccinated1,4416.0
1614,CT,Mahasamund,delta7,vaccinated2,72466.0
1615,CT,Mahasamund,meta,population,1032275.0
1617,CT,Mahasamund,total,confirmed,31365.0
1618,CT,Mahasamund,total,deceased,365.0
1619,CT,Mahasamund,total,recovered,31000.0
1620,CT,Mahasamund,total,tested,2183.0
1621,CT,Mahasamund,total,vaccinated1,738333.0
1622,CT,Mahasamund,total,vaccinated2,428365.0
1623,CT,Mungeli,delta,vaccinated1,1330.0
1624,CT,Mungeli,delta,vaccinated2,981.0
1625,CT,Mungeli,delta21_14,confirmed,2.0
1626,CT,Mungeli,delta7,confirmed,1.0
1627,CT,Mungeli,delta7,recovered,2.0
1628,CT,Mungeli,delta7,vaccinated1,15254.0
1629,CT,Mungeli,delta7,vaccinated2,12880.0
1630,CT,Mungeli,meta,population,701707.0
1632,CT,Mungeli,total,confirmed,23921.0
1633,CT,Mungeli,total,deceased,167.0
1634,CT,Mungeli,total,recovered,23753.0
1635,CT,Mungeli,total,tested,2922.0
1636,CT,Mungeli,total,vaccinated1,282508.0
1637,CT,Mungeli,total,vaccinated2,109857.0
1638,CT,Narayanpur,delta,vaccinated1,1075.0
1639,CT,Narayanpur,delta,vaccinated2,903.0
1640,CT,Narayanpur,delta21_14,confirmed,1.0
1641,CT,Narayanpur,delta7,recovered,1.0
1642,CT,Narayanpur,delta7,vaccinated1,3057.0
1643,CT,Narayanpur,delta7,vaccinated2,1858.0
1644,CT,Narayanpur,meta,population,140206.0
1646,CT,Narayanpur,total,confirmed,4019.0
1647,CT,Narayanpur,total,deceased,14.0
1648,CT,Narayanpur,total,recovered,4005.0
1649,CT,Narayanpur,total,tested,804.0
1650,CT,Narayanpur,total,vaccinated1,53032.0
1651,CT,Narayanpur,total,vaccinated2,19468.0
1652,CT,Other State,delta,confirmed,1.0
1653,CT,Other State,delta21_14,confirmed,3.0
1654,CT,Other State,delta7,confirmed,4.0
1655,CT,Other State,delta7,recovered,3.0
1656,CT,Other State,total,confirmed,805.0
1657,CT,Other State,total,deceased,131.0
1658,CT,Other State,total,recovered,666.0
1659,CT,Raigarh,delta,confirmed,2.0
1660,CT,Raigarh,delta,recovered,4.0
1661,CT,Raigarh,delta,vaccinated1,752.0
1662,CT,Raigarh,delta,vaccinated2,6265.0
1663,CT,Raigarh,delta21_14,confirmed,10.0
1664,CT,Raigarh,delta7,confirmed,8.0
1665,CT,Raigarh,delta7,recovered,8.0
1666,CT,Raigarh,delta7,vaccinated1,5114.0
1667,CT,Raigarh,delta7,vaccinated2,122838.0
1668,CT,Raigarh,meta,population,1493627.0
1670,CT,Raigarh,total,confirmed,62590.0
1671,CT,Raigarh,total,deceased,978.0
1672,CT,Raigarh,total,recovered,61597.0
1673,CT,Raigarh,total,tested,5084.0
1674,CT,Raigarh,total,vaccinated1,1074306.0
1675,CT,Raigarh,total,vaccinated2,967326.0
1676,CT,Raipur,delta,confirmed,9.0
1677,CT,Raipur,delta,recovered,3.0
1678,CT,Raipur,delta,vaccinated1,789.0
1679,CT,Raipur,delta,vaccinated2,3193.0
1680,CT,Raipur,delta21_14,confirmed,15.0
1681,CT,Raipur,delta7,confirmed,33.0
1682,CT,Raipur,delta7,recovered,15.0
1683,CT,Raipur,delta7,vaccinated1,10441.0
1684,CT,Raipur,delta7,vaccinated2,40794.0
1685,CT,Raipur,meta,population,4062160.0
1687,CT,Raipur,total,confirmed,158035.0
1688,CT,Raipur,total,deceased,3139.0
1689,CT,Raipur,total,recovered,154852.0
1690,CT,Raipur,total,tested,12704.0
1691,CT,Raipur,total,vaccinated1,1557999.0
1692,CT,Raipur,total,vaccinated2,915437.0
1693,CT,Rajnandgaon,delta,vaccinated1,596.0
1694,CT,Rajnandgaon,delta,vaccinated2,650.0
1695,CT,Rajnandgaon,delta21_14,confirmed,2.0
1696,CT,Rajnandgaon,delta7,confirmed,5.0
1697,CT,Rajnandgaon,delta7,recovered,3.0
1698,CT,Rajnandgaon,delta7,vaccinated1,15753.0
1699,CT,Rajnandgaon,delta7,vaccinated2,25270.0
1700,CT,Rajnandgaon,meta,population,1537520.0
1702,CT,Rajnandgaon,total,confirmed,56077.0
1703,CT,Rajnandgaon,total,deceased,515.0
1704,CT,Rajnandgaon,total,recovered,55557.0
1705,CT,Rajnandgaon,total,tested,124947.0
1706,CT,Rajnandgaon,total,vaccinated1,1028876.0
1707,CT,Rajnandgaon,total,vaccinated2,530711.0
1708,CT,Sukma,delta,recovered,1.0
1709,CT,Sukma,delta,vaccinated1,140.0
1710,CT,Sukma,delta,vaccinated2,77.0
1711,CT,Sukma,delta21_14,confirmed,3.0
1712,CT,Sukma,delta7,confirmed,1.0
1713,CT,Sukma,delta7,recovered,4.0
1714,CT,Sukma,delta7,vaccinated1,3208.0
1715,CT,Sukma,delta7,vaccinated2,5401.0
1716,CT,Sukma,meta,population,249000.0
1718,CT,Sukma,total,confirmed,8066.0
1719,CT,Sukma,total,deceased,20.0
1720,CT,Sukma,total,recovered,8041.0
1721,CT,Sukma,total,tested,1723.0
1722,CT,Sukma,total,vaccinated1,134654.0
1723,CT,Sukma,total,vaccinated2,81437.0
1724,CT,Surajpur,delta,vaccinated1,442.0
1725,CT,Surajpur,delta,vaccinated2,322.0
1726,CT,Surajpur,delta21_14,confirmed,1.0
1727,CT,Surajpur,delta7,vaccinated1,13506.0
1728,CT,Surajpur,delta7,vaccinated2,13873.0
1729,CT,Surajpur,meta,population,660280.0
1731,CT,Surajpur,total,confirmed,29029.0
1732,CT,Surajpur,total,deceased,224.0
1733,CT,Surajpur,total,recovered,28805.0
1734,CT,Surajpur,total,tested,1830.0
1735,CT,Surajpur,total,vaccinated1,419247.0
1736,CT,Surajpur,total,vaccinated2,163526.0
1737,CT,Surguja,delta,vaccinated1,1831.0
1738,CT,Surguja,delta,vaccinated2,1834.0
1739,CT,Surguja,delta21_14,confirmed,2.0
1740,CT,Surguja,delta7,confirmed,2.0
1741,CT,Surguja,delta7,vaccinated1,29827.0
1742,CT,Surguja,delta7,vaccinated2,33226.0
1743,CT,Surguja,meta,population,420661.0
1745,CT,Surguja,total,confirmed,33673.0
1746,CT,Surguja,total,deceased,245.0
1747,CT,Surguja,total,recovered,33426.0
1748,CT,Surguja,total,tested,103578.0
1749,CT,Surguja,total,vaccinated1,468885.0
1750,CT,Surguja,total,vaccinated2,277031.0
1751,CT,Uttar Bastar Kanker,delta,vaccinated1,995.0
1752,CT,Uttar Bastar Kanker,delta,vaccinated2,645.0
1753,CT,Uttar Bastar Kanker,delta21_14,confirmed,4.0
1754,CT,Uttar Bastar Kanker,delta7,confirmed,3.0
1755,CT,Uttar Bastar Kanker,delta7,recovered,1.0
1756,CT,Uttar Bastar Kanker,delta7,vaccinated1,17930.0
1757,CT,Uttar Bastar Kanker,delta7,vaccinated2,14621.0
1758,CT,Uttar Bastar Kanker,meta,population,748593.0
1760,CT,Uttar Bastar Kanker,total,confirmed,23636.0
1761,CT,Uttar Bastar Kanker,total,deceased,224.0
1762,CT,Uttar Bastar Kanker,total,recovered,23407.0
1763,CT,Uttar Bastar Kanker,total,tested,2051.0
1764,CT,Uttar Bastar Kanker,total,vaccinated1,405744.0
1765,CT,Uttar Bastar Kanker,total,vaccinated2,171484.0
1766,DL,Delhi,delta,confirmed,45.0
1767,DL,Delhi,delta,recovered,46.0
1768,DL,Delhi,delta,tested,56751.0
1769,DL,Delhi,delta,vaccinated1,12482.0
1770,DL,Delhi,delta,vaccinated2,11839.0
1771,DL,Delhi,delta21_14,confirmed,195.0
1772,DL,Delhi,delta7,confirmed,267.0
1773,DL,Delhi,delta7,recovered,239.0
1774,DL,Delhi,delta7,tested,395086.0
1775,DL,Delhi,delta7,vaccinated1,160323.0
1776,DL,Delhi,delta7,vaccinated2,269146.0
1777,DL,Delhi,meta,population,19814000.0
1779,DL,Delhi,meta,tested,11885.0
1781,DL,Delhi,total,confirmed,1439870.0
1782,DL,Delhi,total,deceased,25091.0
1783,DL,Delhi,total,recovered,1414431.0
1784,DL,Delhi,total,tested,29427753.0
1785,DL,Delhi,total,vaccinated1,13055636.0
1786,DL,Delhi,total,vaccinated2,7425404.0
1787,DN,Dadra and Nagar Haveli,delta,vaccinated1,3.0
1788,DN,Dadra and Nagar Haveli,delta,vaccinated2,18.0
1789,DN,Dadra and Nagar Haveli,delta21_14,confirmed,2.0
1790,DN,Dadra and Nagar Haveli,delta7,vaccinated1,870.0
1791,DN,Dadra and Nagar Haveli,delta7,vaccinated2,6759.0
1792,DN,Dadra and Nagar Haveli,meta,population,343709.0
1794,DN,Dadra and Nagar Haveli,total,confirmed,5920.0
1795,DN,Dadra and Nagar Haveli,total,deceased,3.0
1796,DN,Dadra and Nagar Haveli,total,other,5.0
1797,DN,Dadra and Nagar Haveli,total,recovered,5910.0
1798,DN,Dadra and Nagar Haveli,total,tested,44813.0
1799,DN,Dadra and Nagar Haveli,total,vaccinated1,387772.0
